MRGID,name,iso,iso3,GEONAME,MRGID_TER1,POL_TYPE,MRGID_SOV1,TERRITORY1,ISO_TER1,SOVEREIGN1,MRGID_TER2,MRGID_SOV2,TERRITORY2,ISO_TER2,SOVEREIGN2,MRGID_TER3,MRGID_SOV3,TERRITORY3,ISO_TER3,SOVEREIGN3,X_1,Y_1,MRGID_EEZ,AREA_KM2,ISO_SOV1,ISO_SOV2,ISO_SOV3,UN_SOV1,UN_SOV2,UN_SOV3,UN_TER1,UN_TER2,UN_TER3,label,isoSov1,territory1,isoSov2,isoSov3
8401,Clipperton Island,FRA,FRA,French Exclusive Economic Zone (Clipperton Island),8635,200NM,17,Clipperton Island,NA,France,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-109.21728,10.30869,8401,435657,FRA,NA,NA,250,NA,NA,NA,NA,NA,French Exclusive Economic Zone (Clipperton Island),FRA,Clipperton Island,NA,NA
5677,France,FRA,FRA,French Exclusive Economic Zone,17,200NM,17,France,FRA,France,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.9613,46.07075,5677,348474,FRA,NA,NA,250,NA,NA,250,NA,NA,French Exclusive Economic Zone,FRA,France,NA,NA
8435,Faeroe,FRO,FRO,Danish Exclusive Economic Zone (Faeroe),3297,200NM,2157,Faeroe,FRO,Denmark,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6.9969,62.5946,8435,265326,DNK,NA,NA,208,NA,NA,234,NA,NA,Danish Exclusive Economic Zone (Faeroe),DNK,Faeroe,NA,NA
8316,Micronesia,FSM,FSM,Micronesian Exclusive Economic Zone,8595,200NM,8595,Micronesia,FSM,Micronesia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150.32248,6.76843,8316,3007718,FSM,NA,NA,583,NA,NA,583,NA,NA,Micronesian Exclusive Economic Zone,FSM,Micronesia,NA,NA
8476,Gabon,GAB,GAB,Gabonese Exclusive Economic Zone,2104,200NM,2104,Gabon,GAB,Gabon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.73897,-3.06254,8476,201759,GAB,NA,NA,266,NA,NA,266,NA,NA,Gabonese Exclusive Economic Zone,GAB,Gabon,NA,NA
5696,United Kingdom,GBR,GBR,British Exclusive Economic Zone,2208,200NM,2208,United Kingdom,GBR,United Kingdom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.28845,56.79247,5696,727260,GBR,NA,NA,826,NA,NA,826,NA,NA,British Exclusive Economic Zone,GBR,United Kingdom,NA,NA
5678,Georgia,GEO,GEO,Georgian Exclusive Economic Zone,2102,200NM,2102,Georgia,GEO,Georgia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.56174,42.44625,5678,22944,GEO,NA,NA,268,NA,NA,268,NA,NA,Georgian Exclusive Economic Zone,GEO,Georgia,NA,NA
21788,Guernsey,GGY,GGY,British Exclusive Economic Zone (Guernsey),4377,200NM,2208,Guernsey,GGY,United Kingdom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.49561,49.58296,21788,3680,GBR,NA,NA,826,NA,NA,831,NA,NA,British Exclusive Economic Zone (Guernsey),GBR,Guernsey,NA,NA
8400,Ghana,GHA,GHA,Ghanaian Exclusive Economic Zone,2100,200NM,2100,Ghana,GHA,Ghana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.85027,3.50201,8400,227500,GHA,NA,NA,288,NA,NA,288,NA,NA,Ghanaian Exclusive Economic Zone,GHA,Ghana,NA,NA
8472,Guinea,GIN,GIN,Guinean Exclusive Economic Zone,2122,200NM,2122,Guinea,GIN,Guinea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-15.62051,9.18114,8472,102163,GIN,NA,NA,324,NA,NA,324,NA,NA,Guinean Exclusive Economic Zone,GIN,Guinea,NA,NA
33177,Guadeloupe,GLP,GLP,French Exclusive Economic Zone (Guadeloupe),8654,200NM,17,Guadeloupe,GLP,France,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-59.85044,16.7988,33177,90705,FRA,NA,NA,250,NA,NA,312,NA,NA,French Exclusive Economic Zone (Guadeloupe),FRA,Guadeloupe,NA,NA
8370,Gambia,GMB,GMB,Gambian Exclusive Economic Zone,2113,200NM,2113,Gambia,GMB,Gambia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-18.38751,13.32867,8370,23097,GMB,NA,NA,270,NA,NA,270,NA,NA,Gambian Exclusive Economic Zone,GMB,Gambia,NA,NA
8471,Guinea-Bissau,GNB,GNB,Bissau-Guinean Exclusive Economic Zone,8685,200NM,8685,Guinea-Bissau,GNB,Guinea-Bissau,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-17.5672,10.58066,8471,106870,GNB,NA,NA,624,NA,NA,624,NA,NA,Bissau-Guinean Exclusive Economic Zone,GNB,Guinea-Bissau,NA,NA
8398,Equatorial Guinea,GNQ,GNQ,Equatorial Guinean Exclusive Economic Zone,2112,200NM,2112,Equatorial Guinea,GNQ,Equatorial Guinea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.43745,-1.37183,8398,304133,GNQ,NA,NA,226,NA,NA,226,NA,NA,Equatorial Guinean Exclusive Economic Zone,GNQ,Equatorial Guinea,NA,NA
5679,Greece,GRC,GRC,Greek Exclusive Economic Zone,2099,200NM,2099,Greece,GRC,Greece,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.93215,36.5072,5679,482936,GRC,NA,NA,300,NA,NA,300,NA,NA,Greek Exclusive Economic Zone,GRC,Greece,NA,NA
8419,Grenada,GRD,GRD,Grenadian Exclusive Economic Zone,8650,200NM,8650,Grenada,GRD,Grenada,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-62.05881,12.24388,8419,25571,GRD,NA,NA,308,NA,NA,308,NA,NA,Grenadian Exclusive Economic Zone,GRD,Grenada,NA,NA
8438,Greenland,GRL,GRL,Danish Exclusive Economic Zone (Greenland),2260,200NM,2157,Greenland,GRL,Denmark,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-31.97096,75.47965,8438,2268623,DNK,NA,NA,208,NA,NA,304,NA,NA,Danish Exclusive Economic Zone (Greenland),DNK,Greenland,NA,NA
8430,Guatemala,GTM,GTM,Guatemalan Exclusive Economic Zone,2097,200NM,2097,Guatemala,GTM,Guatemala,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-92.0908,12.55243,8430,110695,GTM,NA,NA,320,NA,NA,320,NA,NA,Guatemalan Exclusive Economic Zone,GTM,Guatemala,NA,NA
8462,French Guiana,GUF,GUF,French Exclusive Economic Zone (French Guiana),8683,200NM,17,French Guiana,GUF,France,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-51.75618,6.6809,8462,131247,FRA,NA,NA,250,NA,NA,254,NA,NA,French Exclusive Economic Zone (French Guiana),FRA,French Guiana,NA,NA
48957,Guam,GUM,GUM,United States Exclusive Economic Zone (Guam),8599,200NM,2204,Guam,GUM,United States,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,144.00261,12.92958,48957,208234,USA,NA,NA,840,NA,NA,316,NA,NA,United States Exclusive Economic Zone (Guam),USA,Guam,NA,NA
8460,Guyana,GUY,GUY,Guyanese Exclusive Economic Zone,2124,200NM,2124,Guyana,GUY,Guyana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-57.64094,8.61338,8460,135060,GUY,NA,NA,328,NA,NA,328,NA,NA,Guyanese Exclusive Economic Zone,GUY,Guyana,NA,NA
8388,Heard and McDonald Islands,HMD,HMD,Australian Exclusive Economic Zone (Heard and McDonald Islands),8631,200NM,2147,Heard and McDonald Islands,HMD,Australia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.73051,-53.49863,8388,417321,AUS,NA,NA,36,NA,NA,334,NA,NA,Australian Exclusive Economic Zone (Heard and McDonald Islands),AUS,Heard and McDonald Islands,NA,NA
8427,Honduras,HND,HND,Honduran Exclusive Economic Zone,2103,200NM,2103,Honduras,HND,Honduras,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-83.84845,16.91154,8427,208636,HND,NA,NA,340,NA,NA,340,NA,NA,Honduran Exclusive Economic Zone,HND,Honduras,NA,NA
5673,Croatia,HRV,HRV,Croatian Exclusive Economic Zone,2160,200NM,2160,Croatia,HRV,Croatia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.64779,43.43699,5673,55159,HRV,NA,NA,191,NA,NA,191,NA,NA,Croatian Exclusive Economic Zone,HRV,Croatia,NA,NA
8408,Haiti,HTI,HTI,Haitian Exclusive Economic Zone,8639,200NM,8639,Haiti,HTI,Haiti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-73.54856,17.91219,8408,103485,HTI,NA,NA,332,NA,NA,332,NA,NA,Haitian Exclusive Economic Zone,HTI,Haiti,NA,NA
8492,Indonesia,IDN,IDN,Indonesian Exclusive Economic Zone,2127,200NM,2127,Indonesia,IDN,Indonesia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117.89121,-3.30578,8492,6019205,IDN,NA,NA,360,NA,NA,360,NA,NA,Indonesian Exclusive Economic Zone,IDN,Indonesia,NA,NA
64446,Isle of Man,IMN,IMN,British Exclusive Economic Zone (Isle of Man),4530,200NM,2208,Isle of Man,IMN,United Kingdom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.57203,54.18818,64446,3961,GBR,NA,NA,826,NA,NA,833,NA,NA,British Exclusive Economic Zone (Isle of Man),GBR,Isle of Man,NA,NA
8333,Andaman and Nicobar,IND,IND,Indian Exclusive Economic Zone (Andaman and Nicobar Islands),8605,200NM,2128,Andaman and Nicobar,NA,India,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92.18967,9.97738,8333,664448,IND,NA,NA,356,NA,NA,NA,NA,NA,Indian Exclusive Economic Zone (Andaman and Nicobar Islands),IND,Andaman and Nicobar,NA,NA
8480,India,IND,IND,Indian Exclusive Economic Zone,2128,200NM,2128,India,IND,India,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.08526,14.59807,8480,1659500,IND,NA,NA,356,NA,NA,356,NA,NA,Indian Exclusive Economic Zone,IND,India,NA,NA
5681,Ireland,IRL,IRL,Irish Exclusive Economic Zone,2114,200NM,2114,Ireland,IRL,Ireland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-11.75544,52.65304,5681,428004,IRL,NA,NA,372,NA,NA,372,NA,NA,Irish Exclusive Economic Zone,IRL,Ireland,NA,NA
8469,Iran,IRN,IRN,Iranian Exclusive Economic Zone,2126,200NM,2126,Iran,IRN,Iran,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.87936,29.7816,8469,215613,IRN,NA,NA,364,NA,NA,364,NA,NA,Iranian Exclusive Economic Zone,IRN,Iran,NA,NA
8470,Iraq,IRQ,IRQ,Iraqi Exclusive Economic Zone,2125,200NM,2125,Iraq,IRQ,Iraq,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.58199,29.75582,8470,1342,IRQ,NA,NA,368,NA,NA,368,NA,NA,Iraqi Exclusive Economic Zone,IRQ,Iraq,NA,NA
5680,Iceland,ISL,ISL,Icelandic Exclusive Economic Zone,2129,200NM,2129,Iceland,ISL,Iceland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-18.44845,64.69826,5680,763239,ISL,NA,NA,352,NA,NA,352,NA,NA,Icelandic Exclusive Economic Zone,ISL,Iceland,NA,NA
8375,Israel,ISR,ISR,Israeli Exclusive Economic Zone,2123,200NM,2123,Israel,ISR,Israel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.1022,32.6112,8375,25955,ISR,NA,NA,376,NA,NA,376,NA,NA,Israeli Exclusive Economic Zone,ISR,Israel,NA,NA
5682,Italy,ITA,ITA,Italian Exclusive Economic Zone,2133,200NM,2133,Italy,ITA,Italy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.93234,39.65266,5682,536446,ITA,NA,NA,380,NA,NA,380,NA,NA,Italian Exclusive Economic Zone,ITA,Italy,NA,NA
8459,Jamaica,JAM,JAM,Jamaican Exclusive Economic Zone,8682,200NM,8682,Jamaica,JAM,Jamaica,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-77.29089,16.66861,8459,256909,JAM,NA,NA,388,NA,NA,388,NA,NA,Jamaican Exclusive Economic Zone,JAM,Jamaica,NA,NA
21789,Jersey,JEY,JEY,British Exclusive Economic Zone (Jersey),4378,200NM,2208,Jersey,JEY,United Kingdom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.1933,49.12645,21789,2332,GBR,NA,NA,826,NA,NA,832,NA,NA,British Exclusive Economic Zone (Jersey),GBR,Jersey,NA,NA
8491,Jordan,JOR,JOR,Jordanian Exclusive Economic Zone,2120,200NM,2120,Jordan,JOR,Jordan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.94683,29.43517,8491,97,JOR,NA,NA,400,NA,NA,400,NA,NA,Jordanian Exclusive Economic Zone,JOR,Jordan,NA,NA
8487,Japan,JPN,JPN,Japanese Exclusive Economic Zone,2121,200NM,2121,Japan,JPN,Japan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,138.44863,29.55656,8487,4066513,JPN,NA,NA,392,NA,NA,392,NA,NA,Japanese Exclusive Economic Zone,JPN,Japan,NA,NA
26522,Kazakhstan,KAZ,KAZ,Kazakh Exclusive Economic Zone,2119,200NM,2119,Kazakhstan,KAZ,Kazakhstan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.0144,44.47442,26522,114383,KAZ,NA,NA,398,NA,NA,398,NA,NA,Kazakh Exclusive Economic Zone,KAZ,Kazakhstan,NA,NA
8349,Kenya,KEN,KEN,Kenyan Exclusive Economic Zone,2118,200NM,2118,Kenya,KEN,Kenya,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.93765,-3.47464,8349,124028,KEN,NA,NA,404,NA,NA,404,NA,NA,Kenyan Exclusive Economic Zone,KEN,Kenya,NA,NA
8331,Cambodia,KHM,KHM,Cambodian Exclusive Economic Zone,2171,200NM,2171,Cambodia,KHM,Cambodia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,102.54228,10.22543,8331,48697,KHM,NA,NA,116,NA,NA,116,NA,NA,Cambodian Exclusive Economic Zone,KHM,Cambodia,NA,NA
8450,Phoenix Group,KIR,KIR,Kiribati Exclusive Economic Zone (Phoenix Group),8658,200NM,2116,Phoenix Group,KIR,Kiribati,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-172.45397,-3.73181,8450,745782,KIR,NA,NA,296,NA,NA,296,NA,NA,Kiribati Exclusive Economic Zone (Phoenix Group),KIR,Phoenix Group,NA,NA
8441,Line Group,KIR,KIR,Kiribati Exclusive Economic Zone (Line Group),8657,200NM,2116,Line Group,KIR,Kiribati,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-154.72634,-3.82154,8441,1641193,KIR,NA,NA,296,NA,NA,296,NA,NA,Kiribati Exclusive Economic Zone (Line Group),KIR,Line Group,NA,NA
8488,Gilbert Islands,KIR,KIR,Kiribati Exclusive Economic Zone (Gilbert Islands),17597,200NM,2116,Gilbert Islands,KIR,Kiribati,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,172.78214,-0.25912,8488,1053245,KIR,NA,NA,296,NA,NA,296,NA,NA,Kiribati Exclusive Economic Zone (Gilbert Islands),KIR,Gilbert Islands,NA,NA
8413,Saint Kitts and Nevis,KNA,KNA,Kittitian and Nevisian Exclusive Economic Zone,8644,200NM,8644,Saint Kitts and Nevis,KNA,Saint Kitts and Nevis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-62.90578,16.99022,8413,9502,KNA,NA,NA,659,NA,NA,659,NA,NA,Kittitian and Nevisian Exclusive Economic Zone,KNA,Saint Kitts and Nevis,NA,NA
8327,South Korea,KOR,KOR,South Korean Exclusive Economic Zone,8600,200NM,8600,South Korea,KOR,South Korea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,127.57712,35.74071,8327,347671,KOR,NA,NA,410,NA,NA,410,NA,NA,South Korean Exclusive Economic Zone,KOR,South Korea,NA,NA
8357,Kuwait,KWT,KWT,Kuwaiti Exclusive Economic Zone,2115,200NM,2115,Kuwait,KWT,Kuwait,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.61916,29.1748,8357,10775,KWT,NA,NA,414,NA,NA,414,NA,NA,Kuwaiti Exclusive Economic Zone,KWT,Kuwait,NA,NA
8374,Lebanon,LBN,LBN,Lebanese Exclusive Economic Zone,2098,200NM,2098,Lebanon,LBN,Lebanon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.94186,33.95296,8374,18857,LBN,NA,NA,422,NA,NA,422,NA,NA,Lebanese Exclusive Economic Zone,LBN,Lebanon,NA,NA
8391,Liberia,LBR,LBR,Liberian Exclusive Economic Zone,2105,200NM,2105,Liberia,LBR,Liberia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-10.17763,3.8028,8391,251781,LBR,NA,NA,430,NA,NA,430,NA,NA,Liberian Exclusive Economic Zone,LBR,Liberia,NA,NA
8372,Libya,LBY,LBY,Libyan Exclusive Economic Zone,2194,200NM,2194,Libya,LBY,Libya,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.35677,33.15017,8372,357386,LBY,NA,NA,434,NA,NA,434,NA,NA,Libyan Exclusive Economic Zone,LBY,Libya,NA,NA
8416,Saint Lucia,LCA,LCA,Saint Lucian Exclusive Economic Zone,8647,200NM,8647,Saint Lucia,LCA,Saint Lucia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-61.10359,13.8777,8416,15413,LCA,NA,NA,662,NA,NA,662,NA,NA,Saint Lucian Exclusive Economic Zone,LCA,Saint Lucia,NA,NA
8346,Sri Lanka,LKA,LKA,Sri Lankan Exclusive Economic Zone,2195,200NM,2195,Sri Lanka,LKA,Sri Lanka,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.63607,6.54638,8346,533559,LKA,NA,NA,144,NA,NA,144,NA,NA,Sri Lankan Exclusive Economic Zone,LKA,Sri Lanka,NA,NA
5684,Lithuania,LTU,LTU,Lithuanian Exclusive Economic Zone,2156,200NM,2156,Lithuania,LTU,Lithuania,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.36307,55.75616,5684,6864,LTU,NA,NA,440,NA,NA,440,NA,NA,Lithuanian Exclusive Economic Zone,LTU,Lithuania,NA,NA
5683,Latvia,LVA,LVA,Latvian Exclusive Economic Zone,2132,200NM,2132,Latvia,LVA,Latvia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.35288,57.10508,5683,28322,LVA,NA,NA,428,NA,NA,428,NA,NA,Latvian Exclusive Economic Zone,LVA,Latvia,NA,NA
8495,Collectivity of Saint Martin,MAF,MAF,French Exclusive Economic Zone (Collectivity of Saint Martin),8688,200NM,17,Collectivity of Saint Martin,MAF,France,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-63.20282,18.03469,8495,1100,FRA,NA,NA,250,NA,NA,663,NA,NA,French Exclusive Economic Zone (Collectivity of Saint Martin),FRA,Collectivity of Saint Martin,NA,NA
8367,Morocco,MAR,MAR,Moroccan Exclusive Economic Zone,2221,200NM,2221,Morocco,MAR,Morocco,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9.85201,32.78135,8367,280452,MAR,NA,NA,504,NA,NA,504,NA,NA,Moroccan Exclusive Economic Zone,MAR,Morocco,NA,NA
21790,Monaco,MCO,MCO,Monégasque Exclusive Economic Zone,2222,200NM,2222,Monaco,MCO,Monaco,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.58768,43.34802,21790,288,MCO,NA,NA,492,NA,NA,492,NA,NA,Monégasque Exclusive Economic Zone,MCO,Monaco,NA,NA
8348,Madagascar,MDG,MDG,Madagascan Exclusive Economic Zone,7963,200NM,7963,Madagascar,MDG,Madagascar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.25395,-20.91335,8348,1196285,MDG,NA,NA,450,NA,NA,450,NA,NA,Madagascan Exclusive Economic Zone,MDG,Madagascar,NA,NA
8345,Maldives,MDV,MDV,Maldivian Exclusive Economic Zone,2229,200NM,2229,Maldives,MDV,Maldives,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.08545,2.46352,8345,923833,MDV,NA,NA,462,NA,NA,462,NA,NA,Maldivian Exclusive Economic Zone,MDV,Maldives,NA,NA
8429,Mexico,MEX,MEX,Mexican Exclusive Economic Zone,2224,200NM,2224,Mexico,MEX,Mexico,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-105.33346,21.35018,8429,3187013,MEX,NA,NA,484,NA,NA,484,NA,NA,Mexican Exclusive Economic Zone,MEX,Mexico,NA,NA
8318,Marshall Islands,MHL,MHL,Marshallese Exclusive Economic Zone,2226,200NM,2226,Marshall Islands,MHL,Marshall Islands,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,167.48547,10.15136,8318,2002220,MHL,NA,NA,584,NA,NA,584,NA,NA,Marshallese Exclusive Economic Zone,MHL,Marshall Islands,NA,NA
5685,Malta,MLT,MLT,Maltese Exclusive Economic Zone,2217,200NM,2217,Malta,MLT,Malta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.11121,35.31355,5685,52923,MLT,NA,NA,470,NA,NA,470,NA,NA,Maltese Exclusive Economic Zone,MLT,Malta,NA,NA
8482,Myanmar,MMR,MMR,Myanma Exclusive Economic Zone,2219,200NM,2219,Myanmar,MMR,Myanmar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.65552,14.99651,8482,497460,MMR,NA,NA,104,NA,NA,104,NA,NA,Myanma Exclusive Economic Zone,MMR,Myanmar,NA,NA
5691,Montenegro,MNE,MNE,Montenegrin Exclusive Economic Zone,17831,200NM,17831,Montenegro,MNE,Montenegro,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.68015,41.87023,5691,6383,MNE,NA,NA,499,NA,NA,499,NA,NA,Montenegrin Exclusive Economic Zone,MNE,Montenegro,NA,NA
48980,Northern Mariana Islands,MNP,MNP,United States Exclusive Economic Zone (Northern Mariana Islands),8598,200NM,2204,Northern Mariana Islands,MNP,United States,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,145.73933,18.2866,48980,763626,USA,NA,NA,840,NA,NA,580,NA,NA,United States Exclusive Economic Zone (Northern Mariana Islands),USA,Northern Mariana Islands,NA,NA
8347,Mozambique,MOZ,MOZ,Mozambican Exclusive Economic Zone,2220,200NM,2220,Mozambique,MOZ,Mozambique,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.9574,-20.37062,8347,566292,MOZ,NA,NA,508,NA,NA,508,NA,NA,Mozambican Exclusive Economic Zone,MOZ,Mozambique,NA,NA
8369,Mauritania,MRT,MRT,Mauritanian Exclusive Economic Zone,2236,200NM,2236,Mauritania,MRT,Mauritania,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-17.91755,18.24852,8369,173180,MRT,NA,NA,478,NA,NA,478,NA,NA,Mauritanian Exclusive Economic Zone,MRT,Mauritania,NA,NA
8415,Montserrat,MSR,MSR,British Exclusive Economic Zone (Montserrat),8646,200NM,2208,Montserrat,MSR,United Kingdom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-62.48384,16.41292,8415,7188,GBR,NA,NA,826,NA,NA,500,NA,NA,British Exclusive Economic Zone (Montserrat),GBR,Montserrat,NA,NA
33178,Martinique,MTQ,MTQ,French Exclusive Economic Zone (Martinique),8655,200NM,17,Martinique,MTQ,France,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-60.20055,14.97512,33178,47787,FRA,NA,NA,250,NA,NA,474,NA,NA,French Exclusive Economic Zone (Martinique),FRA,Martinique,NA,NA
8343,Republic of Mauritius,MUS,MUS,Mauritian Exclusive Economic Zone,8614,200NM,8614,Republic of Mauritius,MUS,Republic of Mauritius,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.1172,-16.81021,8343,1278182,MUS,NA,NA,480,NA,NA,480,NA,NA,Mauritian Exclusive Economic Zone,MUS,Republic of Mauritius,NA,NA
62589,Chagos Archipelago,MUS,MUS,Mauritian Exclusive Economic Zone (Chagos Archipelago),8616,200NM,8614,Chagos Archipelago,NA,Republic of Mauritius,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.99388,-6.55593,62589,647678,MUS,NA,NA,480,NA,NA,NA,NA,NA,Mauritian Exclusive Economic Zone (Chagos Archipelago),MUS,Chagos Archipelago,NA,NA
8483,Malaysia,MYS,MYS,Malaysian Exclusive Economic Zone,2230,200NM,2230,Malaysia,MYS,Malaysia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,109.27469,5.16367,8483,517589,MYS,NA,NA,458,NA,NA,458,NA,NA,Malaysian Exclusive Economic Zone,MYS,Malaysia,NA,NA
8395,Namibia,NAM,NAM,Namibian Exclusive Economic Zone,2218,200NM,2218,Namibia,NAM,Namibia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.28547,-23.64969,8395,562212,NAM,NA,NA,516,NA,NA,516,NA,NA,Namibian Exclusive Economic Zone,NAM,Namibia,NA,NA
8312,New Caledonia,NCL,NCL,French Exclusive Economic Zone (New Caledonia),2261,200NM,17,New Caledonia,NCL,France,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,163.20377,-21.01871,8312,1175971,FRA,NA,NA,250,NA,NA,540,NA,NA,French Exclusive Economic Zone (New Caledonia),FRA,New Caledonia,NA,NA
8310,Norfolk Island,NFK,NFK,Australian Exclusive Economic Zone (Norfolk Island),8591,200NM,2147,Norfolk Island,NFK,Australia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,167.92898,-29.093139999999998,8310,430600,AUS,NA,NA,36,NA,NA,574,NA,NA,Australian Exclusive Economic Zone (Norfolk Island),AUS,Norfolk Island,NA,NA
8474,Nigeria,NGA,NGA,Nigerian Exclusive Economic Zone,2253,200NM,2253,Nigeria,NGA,Nigeria,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.82275,4.08512,8474,179048,NGA,NA,NA,566,NA,NA,566,NA,NA,Nigerian Exclusive Economic Zone,NGA,Nigeria,NA,NA
8425,Nicaragua,NIC,NIC,Nicaraguan Exclusive Economic Zone,2255,200NM,2255,Nicaragua,NIC,Nicaragua,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-83.49562,12.81975,8425,213813,NIC,NA,NA,558,NA,NA,558,NA,NA,Nicaraguan Exclusive Economic Zone,NIC,Nicaragua,NA,NA
