MRGID,name,iso,iso3,GEONAME,MRGID_TER1,POL_TYPE,MRGID_SOV1,TERRITORY1,ISO_TER1,SOVEREIGN1,MRGID_TER2,MRGID_SOV2,TERRITORY2,ISO_TER2,SOVEREIGN2,MRGID_TER3,MRGID_SOV3,TERRITORY3,ISO_TER3,SOVEREIGN3,X_1,Y_1,MRGID_EEZ,AREA_KM2,ISO_SOV1,ISO_SOV2,ISO_SOV3,UN_SOV1,UN_SOV2,UN_SOV3,UN_TER1,UN_TER2,UN_TER3,label,isoSov1,territory1,isoSov2,isoSov3
8447,Niue,NIU,NIU,New Zealand Exclusive Economic Zone (Niue),8673,200NM,2227,Niue,NIU,New Zealand,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-169.33138,-19.52315,8447,318140,NZL,NA,NA,554,NA,NA,570,NA,NA,New Zealand Exclusive Economic Zone (Niue),NZL,Niue,NA,NA
5668,Netherlands,NLD,NLD,Dutch Exclusive Economic Zone,15,200NM,15,Netherlands,NLD,Netherlands,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.18649,53.61335,5668,64292,NLD,NA,NA,528,NA,NA,528,NA,NA,Dutch Exclusive Economic Zone,NLD,Netherlands,NA,NA
5686,Norway,NOR,NOR,Norwegian Exclusive Economic Zone,2252,200NM,2252,Norway,NOR,Norway,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.0013,68.17846,5686,931288,NOR,NA,NA,578,NA,NA,578,NA,NA,Norwegian Exclusive Economic Zone,NOR,Norway,NA,NA
8317,Nauru,NRU,NRU,Nauruan Exclusive Economic Zone,8596,200NM,8596,Nauru,NRU,Nauru,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,166.12396,-0.59113,8317,309261,NRU,NA,NA,520,NA,NA,520,NA,NA,Nauruan Exclusive Economic Zone,NRU,Nauru,NA,NA
8455,New Zealand,NZL,NZL,New Zealand Exclusive Economic Zone,2227,200NM,2227,New Zealand,NZL,New Zealand,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.72934,-42.76615,8455,4104551,NZL,NA,NA,554,NA,NA,554,NA,NA,New Zealand Exclusive Economic Zone,NZL,New Zealand,NA,NA
8354,Oman,OMN,OMN,Omani Exclusive Economic Zone,2251,200NM,2251,Oman,OMN,Oman,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.66998,18.94915,8354,556490,OMN,NA,NA,512,NA,NA,512,NA,NA,Omani Exclusive Economic Zone,OMN,Oman,NA,NA
8359,Pakistan,PAK,PAK,Pakistani Exclusive Economic Zone,2250,200NM,2250,Pakistan,PAK,Pakistan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.71175,23.5395,8359,224361,PAK,NA,NA,586,NA,NA,586,NA,NA,Pakistani Exclusive Economic Zone,PAK,Pakistan,NA,NA
8423,Panama,PAN,PAN,Panamanian Exclusive Economic Zone,2249,200NM,2249,Panama,PAN,Panama,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-80.34583,8.2888,8423,331318,PAN,NA,NA,591,NA,NA,591,NA,NA,Panamanian Exclusive Economic Zone,PAN,Panama,NA,NA
8439,Pitcairn,PCN,PCN,British Exclusive Economic Zone (Pitcairn),2259,200NM,2208,Pitcairn,PCN,United Kingdom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-127.42131,-24.60623,8439,842291,GBR,NA,NA,826,NA,NA,612,NA,NA,British Exclusive Economic Zone (Pitcairn),GBR,Pitcairn,NA,NA
8432,Peru,PER,PER,Peruvian Exclusive Economic Zone,2257,200NM,2257,Peru,PER,Peru,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-78.88478,-11.8994,8432,854698,PER,NA,NA,604,NA,NA,604,NA,NA,Peruvian Exclusive Economic Zone,PER,Peru,NA,NA
8322,Philippines,PHL,PHL,Philippine Exclusive Economic Zone,2245,200NM,2245,Philippines,PHL,Philippines,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,122.16379,12.26791,8322,1964764,PHL,NA,NA,608,NA,NA,608,NA,NA,Philippine Exclusive Economic Zone,PHL,Philippines,NA,NA
8315,Palau,PLW,PLW,Palauan Exclusive Economic Zone,8594,200NM,8594,Palau,PLW,Palau,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,133.0695,6.44393,8315,616431,PLW,NA,NA,585,NA,NA,585,NA,NA,Palauan Exclusive Economic Zone,PLW,Palau,NA,NA
8324,Papua New Guinea,PNG,PNG,Papua New Guinean Exclusive Economic Zone,2237,200NM,2237,Papua New Guinea,PNG,Papua New Guinea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150.71973,-5.45663,8324,2399617,PNG,NA,NA,598,NA,NA,598,NA,NA,Papua New Guinean Exclusive Economic Zone,PNG,Papua New Guinea,NA,NA
5687,Poland,POL,POL,Polish Exclusive Economic Zone,2244,200NM,2244,Poland,POL,Poland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.26042,54.9123,5687,30666,POL,NA,NA,616,NA,NA,616,NA,NA,Polish Exclusive Economic Zone,POL,Poland,NA,NA
33179,Puerto Rico,PRI,PRI,United States Exclusive Economic Zone (Puerto Rico),8641,200NM,2204,Puerto Rico,PRI,United States,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-66.78687,17.79821,33179,154661,USA,NA,NA,840,NA,NA,630,NA,NA,United States Exclusive Economic Zone (Puerto Rico),USA,Puerto Rico,NA,NA
8328,North Korea,PRK,PRK,North Korean Exclusive Economic Zone,8601,200NM,8601,North Korea,PRK,North Korea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,128.99535,39.82785,8328,114379,PRK,NA,NA,408,NA,NA,408,NA,NA,North Korean Exclusive Economic Zone,PRK,North Korea,NA,NA
8361,Azores,PRT,PRT,Portuguese Exclusive Economic Zone (Azores),2454,200NM,2243,Azores,NA,Portugal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-27.97601,38.47538,8361,960421,PRT,NA,NA,620,NA,NA,NA,NA,NA,Portuguese Exclusive Economic Zone (Azores),PRT,Azores,NA,NA
8363,Madeira,PRT,PRT,Portuguese Exclusive Economic Zone (Madeira),4956,200NM,2243,Madeira,NA,Portugal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-16.81091,33.17302,8363,452796,PRT,NA,NA,620,NA,NA,NA,NA,NA,Portuguese Exclusive Economic Zone (Madeira),PRT,Madeira,NA,NA
5688,Portugal,PRT,PRT,Portuguese Exclusive Economic Zone,2243,200NM,2243,Portugal,PRT,Portugal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-10.92284,38.31921,5688,315501,PRT,NA,NA,620,NA,NA,620,NA,NA,Portuguese Exclusive Economic Zone,PRT,Portugal,NA,NA
48953,Palestine,PSE,PSE,Palestinian Exclusive Economic Zone,15525,200NM,15525,Palestine,PSE,Palestine,2123,2123,Israel,ISR,Israel,NA,NA,NA,NA,NA,34.23444,31.56915,48953,1120,PSE,ISR,NA,275,376,NA,275,376,NA,Palestinian Exclusive Economic Zone,PSE,Palestine,ISR,NA
8440,French Polynesia,PYF,PYF,French Exclusive Economic Zone (French Polynesia),8656,200NM,17,French Polynesia,PYF,France,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-144.00327,-18.73634,8440,4766689,FRA,NA,NA,250,NA,NA,258,NA,NA,French Exclusive Economic Zone (French Polynesia),FRA,French Polynesia,NA,NA
8468,Qatar,QAT,QAT,Qatari Exclusive Economic Zone,2242,200NM,2242,Qatar,QAT,Qatar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.88076,25.86236,8468,31363,QAT,NA,NA,634,NA,NA,634,NA,NA,Qatari Exclusive Economic Zone,QAT,Qatar,NA,NA
8338,Réunion,REU,REU,French Exclusive Economic Zone (Réunion),8609,200NM,17,Réunion,REU,France,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.71328,-21.78197,8338,315151,FRA,NA,NA,250,NA,NA,638,NA,NA,French Exclusive Economic Zone (Réunion),FRA,Réunion,NA,NA
5689,Romania,ROU,ROU,Romanian Exclusive Economic Zone,2241,200NM,2241,Romania,ROU,Romania,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.0785,44.24109,5689,29606,ROU,NA,NA,642,NA,NA,642,NA,NA,Romanian Exclusive Economic Zone,ROU,Romania,NA,NA
5690,Russia,RUS,RUS,Russian Exclusive Economic Zone,2240,200NM,2240,Russia,RUS,Russia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93.47078,71.32185,5690,7730566,RUS,NA,NA,643,NA,NA,643,NA,NA,Russian Exclusive Economic Zone,RUS,Russia,NA,NA
8356,Saudi Arabia,SAU,SAU,Saudi Arabian Exclusive Economic Zone,2215,200NM,2215,Saudi Arabia,SAU,Saudi Arabia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.48313,22.45276,8356,224157,SAU,NA,NA,682,NA,NA,682,NA,NA,Saudi Arabian Exclusive Economic Zone,SAU,Saudi Arabia,NA,NA
8355,Sudan,SDN,SDN,Sudanese Exclusive Economic Zone,2183,200NM,2183,Sudan,SDN,Sudan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.14367,19.74792,8355,62826,SDN,NA,NA,729,NA,NA,NA,NA,NA,Sudanese Exclusive Economic Zone,SDN,Sudan,NA,NA
8371,Senegal,SEN,SEN,Senegalese Exclusive Economic Zone,2225,200NM,2225,Senegal,SEN,Senegal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-18.50357,13.69463,8371,158358,SEN,NA,NA,686,NA,NA,686,NA,NA,Senegalese Exclusive Economic Zone,SEN,Senegal,NA,NA
8485,Singapore,SGP,SGP,Singaporean Exclusive Economic Zone,2190,200NM,2190,Singapore,SGP,Singapore,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,103.82677,1.27144,8485,675,SGP,NA,NA,702,NA,NA,702,NA,NA,Singaporean Exclusive Economic Zone,SGP,Singapore,NA,NA
8379,Ascension,SHN,SHN,British Exclusive Economic Zone (Ascension),8620,200NM,2208,Ascension,SHN,United Kingdom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-14.36337,-7.94747,8379,446005,GBR,NA,NA,826,NA,NA,654,NA,NA,British Exclusive Economic Zone (Ascension),GBR,Ascension,NA,NA
8380,Saint Helena,SHN,SHN,British Exclusive Economic Zone (Saint Helena),8619,200NM,2208,Saint Helena,SHN,United Kingdom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.70869,-15.97278,8380,449215,GBR,NA,NA,826,NA,NA,654,NA,NA,British Exclusive Economic Zone (Saint Helena),GBR,Saint Helena,NA,NA
8382,Tristan da Cunha,SHN,SHN,British Exclusive Economic Zone (Tristan da Cunha),8621,200NM,2208,Tristan da Cunha,SHN,United Kingdom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-11.20987,-38.7619,8382,758168,GBR,NA,NA,826,NA,NA,654,NA,NA,British Exclusive Economic Zone (Tristan da Cunha),GBR,Tristan da Cunha,NA,NA
33181,Svalbard,SJM,SJM,Norwegian Exclusive Economic Zone (Svalbard),5334,200NM,2252,Svalbard,SJM,Norway,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.30277,78.7136,33181,796819,NOR,NA,NA,578,NA,NA,744,NA,NA,Norwegian Exclusive Economic Zone (Svalbard),NOR,Svalbard,NA,NA
8437,Jan Mayen,SJM,SJM,Norwegian Exclusive Economic Zone (Jan Mayen),5343,200NM,2252,Jan Mayen,SJM,Norway,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.25129,71.11421,8437,292907,NOR,NA,NA,578,NA,NA,744,NA,NA,Norwegian Exclusive Economic Zone (Jan Mayen),NOR,Jan Mayen,NA,NA
8314,Solomon Islands,SLB,SLB,Solomon Islands Exclusive Economic Zone,8593,200NM,8593,Solomon Islands,SLB,Solomon Islands,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,163.68539,-10.04465,8314,1602781,SLB,NA,NA,90,NA,NA,90,NA,NA,Solomon Islands Exclusive Economic Zone,SLB,Solomon Islands,NA,NA
8390,Sierra Leone,SLE,SLE,Sierra Leonean Exclusive Economic Zone,2191,200NM,2191,Sierra Leone,SLE,Sierra Leone,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-14.14468,6.63541,8390,160584,SLE,NA,NA,694,NA,NA,694,NA,NA,Sierra Leonean Exclusive Economic Zone,SLE,Sierra Leone,NA,NA
8428,El Salvador,SLV,SLV,Salvadoran Exclusive Economic Zone,2135,200NM,2135,El Salvador,SLV,El Salvador,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-89.74411,11.84859,8428,95099,SLV,NA,NA,222,NA,NA,222,NA,NA,Salvadoran Exclusive Economic Zone,SLV,El Salvador,NA,NA
8350,Federal Republic of Somalia,SOM,SOM,Somali Exclusive Economic Zone,2187,200NM,2187,Federal Republic of Somalia,SOM,Federal Republic of Somalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.49205,5.02226,8350,821444,SOM,NA,NA,706,NA,NA,706,NA,NA,Somali Exclusive Economic Zone,SOM,Federal Republic of Somalia,NA,NA
8494,Saint-Pierre and Miquelon,SPM,SPM,French Exclusive Economic Zone (Saint-Pierre and Miquelon),8686,200NM,17,Saint-Pierre and Miquelon,SPM,France,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-56.38701,45.85719,8494,12414,FRA,NA,NA,250,NA,NA,666,NA,NA,French Exclusive Economic Zone (Saint-Pierre and Miquelon),FRA,Saint-Pierre and Miquelon,NA,NA
8397,Sao Tome and Principe,STP,STP,São Toméan Exclusive Economic Zone,2238,200NM,2238,Sao Tome and Principe,STP,Sao Tome and Principe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.35335,0.7791,8397,130844,STP,NA,NA,678,NA,NA,678,NA,NA,São Toméan Exclusive Economic Zone,STP,Sao Tome and Principe,NA,NA
8461,Suriname,SUR,SUR,Surinamese Exclusive Economic Zone,2182,200NM,2182,Suriname,SUR,Suriname,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-54.76698,7.59776,8461,133668,SUR,NA,NA,740,NA,NA,740,NA,NA,Surinamese Exclusive Economic Zone,SUR,Suriname,NA,NA
5692,Slovenia,SVN,SVN,Slovenian Exclusive Economic Zone,2188,200NM,2188,Slovenia,SVN,Slovenia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.57896,45.56287,5692,214,SVN,NA,NA,705,NA,NA,705,NA,NA,Slovenian Exclusive Economic Zone,SVN,Slovenia,NA,NA
5694,Sweden,SWE,SWE,Swedish Exclusive Economic Zone,2180,200NM,2180,Sweden,SWE,Sweden,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.11402,59.4846,5694,155386,SWE,NA,NA,752,NA,NA,752,NA,NA,Swedish Exclusive Economic Zone,SWE,Sweden,NA,NA
21803,Sint-Maarten,SXM,SXM,Dutch Exclusive Economic Zone (Sint-Maarten),21802,200NM,15,Sint-Maarten,SXM,Netherlands,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-63.12285,17.93813,21803,466,NLD,NA,NA,528,NA,NA,534,NA,NA,Dutch Exclusive Economic Zone (Sint-Maarten),NLD,Sint-Maarten,NA,NA
8337,Seychelles,SYC,SYC,Seychellois Exclusive Economic Zone,2192,200NM,2192,Seychelles,SYC,Seychelles,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.46872,-6.54778,8337,1341524,SYC,NA,NA,690,NA,NA,690,NA,NA,Seychellois Exclusive Economic Zone,SYC,Seychelles,NA,NA
8373,Syria,SYR,SYR,Syrian Exclusive Economic Zone,3384,200NM,3384,Syria,SYR,Syria,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.49624,35.32871,8373,10269,SYR,NA,NA,760,NA,NA,760,NA,NA,Syrian Exclusive Economic Zone,SYR,Syria,NA,NA
8405,Turks and Caicos Islands,TCA,TCA,British Exclusive Economic Zone (Turks and Caicos Islands),2211,200NM,2208,Turks and Caicos Islands,TCA,United Kingdom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-70.85361,22.80987,8405,91025,GBR,NA,NA,826,NA,NA,796,NA,NA,British Exclusive Economic Zone (Turks and Caicos Islands),GBR,Turks and Caicos Islands,NA,NA
8392,Togo,TGO,TGO,Togolese Exclusive Economic Zone,8632,200NM,8632,Togo,TGO,Togo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.82135,4.63949,8392,15447,TGO,NA,NA,768,NA,NA,768,NA,NA,Togolese Exclusive Economic Zone,TGO,Togo,NA,NA
8332,Thailand,THA,THA,Thailand Exclusive Economic Zone,2207,200NM,2207,Thailand,THA,Thailand,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.62852,9.16729,8332,298561,THA,NA,NA,764,NA,NA,764,NA,NA,Thailand Exclusive Economic Zone,THA,Thailand,NA,NA
8449,Tokelau,TKL,TKL,New Zealand Exclusive Economic Zone (Tokelau),8675,200NM,2227,Tokelau,TKL,New Zealand,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-172.08495,-8.63257,8449,320548,NZL,NA,NA,554,NA,NA,772,NA,NA,New Zealand Exclusive Economic Zone (Tokelau),NZL,Tokelau,NA,NA
26523,Turkmenistan,TKM,TKM,Turkmen Exclusive Economic Zone,2212,200NM,2212,Turkmenistan,TKM,Turkmenistan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.63853,39.29232,26523,61226,TKM,NA,NA,795,NA,NA,795,NA,NA,Turkmen Exclusive Economic Zone,TKM,Turkmenistan,NA,NA
21791,Oecusse,TLS,TLS,Timorese Exclusive Economic Zone (Oecusse),26234,200NM,8757,Oecusse,NA,East Timor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,124.27075,-9.04989,21791,1826,TLS,NA,NA,626,NA,NA,NA,NA,NA,Timorese Exclusive Economic Zone (Oecusse),TLS,Oecusse,NA,NA
8758,East Timor,TLS,TLS,Timorese Exclusive Economic Zone,8757,200NM,8757,East Timor,TLS,East Timor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,126.8541,-9.78156,8758,75647,TLS,NA,NA,626,NA,NA,626,NA,NA,Timorese Exclusive Economic Zone,TLS,East Timor,NA,NA
8448,Tonga,TON,TON,Tongan Exclusive Economic Zone,8674,200NM,8674,Tonga,TON,Tonga,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-174.76586,-20.22175,8448,666052,TON,NA,NA,776,NA,NA,776,NA,NA,Tongan Exclusive Economic Zone,TON,Tonga,NA,NA
8420,Trinidad and Tobago,TTO,TTO,Trinidadian and Tobagonian Exclusive Economic Zone,2186,200NM,2186,Trinidad and Tobago,TTO,Trinidad and Tobago,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-59.98478,10.95788,8420,76562,TTO,NA,NA,780,NA,NA,780,NA,NA,Trinidadian and Tobagonian Exclusive Economic Zone,TTO,Trinidad and Tobago,NA,NA
8366,Tunisia,TUN,TUN,Tunisian Exclusive Economic Zone,2214,200NM,2214,Tunisia,TUN,Tunisia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.05319,36.00133,8366,99701,TUN,NA,NA,788,NA,NA,788,NA,NA,Tunisian Exclusive Economic Zone,TUN,Tunisia,NA,NA
5697,Turkey,TUR,TUR,Turkish Exclusive Economic Zone,2213,200NM,2213,Turkey,TUR,Turkey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.2206,40.52224,5697,262233,TUR,NA,NA,792,NA,NA,792,NA,NA,Turkish Exclusive Economic Zone,TUR,Turkey,NA,NA
8326,Tuvalu,TUV,TUV,Tuvaluan Exclusive Economic Zone,2210,200NM,2210,Tuvalu,TUV,Tuvalu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.28785,-7.81254,8326,753133,TUV,NA,NA,798,NA,NA,798,NA,NA,Tuvaluan Exclusive Economic Zone,TUV,Tuvalu,NA,NA
8479,Tanzania,TZA,TZA,Tanzanian Exclusive Economic Zone,2205,200NM,2205,Tanzania,TZA,Tanzania,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.1686,-7.21087,8479,241567,TZA,NA,NA,834,NA,NA,834,NA,NA,Tanzanian Exclusive Economic Zone,TZA,Tanzania,NA,NA
8443,Palmyra Atoll,UMI,UMI,United States Exclusive Economic Zone (Palmyra Atoll),8669,200NM,2204,Palmyra Atoll,UMI,United States,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-162.89881,6.68794,8443,353670,USA,NA,NA,840,NA,NA,581,NA,NA,United States Exclusive Economic Zone (Palmyra Atoll),USA,Palmyra Atoll,NA,NA
8452,Johnston Atoll,UMI,UMI,United States Exclusive Economic Zone (Johnston Atoll),8678,200NM,2204,Johnston Atoll,UMI,United States,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-169.50612,16.75109,8452,442443,USA,NA,NA,840,NA,NA,581,NA,NA,United States Exclusive Economic Zone (Johnston Atoll),USA,Johnston Atoll,NA,NA
8442,Jarvis Island,UMI,UMI,United States Exclusive Economic Zone (Jarvis Islands),8668,200NM,2204,Jarvis Island,UMI,United States,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-160.46839,-0.914,8442,323186,USA,NA,NA,840,NA,NA,581,NA,NA,United States Exclusive Economic Zone (Jarvis Islands),USA,Jarvis Island,NA,NA
8451,Howland and Baker Islands,UMI,UMI,United States Exclusive Economic Zone (Howland and Baker Islands),48684,200NM,2204,Howland and Baker Islands,UMI,United States,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-176.72727,0.7913,8451,434894,USA,NA,NA,840,NA,NA,581,NA,NA,United States Exclusive Economic Zone (Howland and Baker Islands),USA,Howland and Baker Islands,NA,NA
8467,Uruguay,URY,URY,Uruguayan Exclusive Economic Zone,2216,200NM,2216,Uruguay,URY,Uruguay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-53.32143,-35.78927,8467,143092,URY,NA,NA,858,NA,NA,858,NA,NA,Uruguayan Exclusive Economic Zone,URY,Uruguay,NA,NA
8453,Hawaii,USA,USA,United States Exclusive Economic Zone (Hawaii),8679,200NM,2204,Hawaii,NA,United States,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-151.05753,24.04099,8453,2474715,USA,NA,NA,840,NA,NA,NA,NA,NA,United States Exclusive Economic Zone (Hawaii),USA,Hawaii,NA,NA
8463,Alaska,USA,USA,United States Exclusive Economic Zone (Alaska),8684,200NM,2204,Alaska,NA,United States,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-119.9766,59.0117,8463,3682912,USA,NA,NA,840,NA,NA,NA,NA,NA,United States Exclusive Economic Zone (Alaska),USA,Alaska,NA,NA
8456,United States,USA,USA,United States Exclusive Economic Zone,2204,200NM,2204,United States,USA,United States,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-95.82133,34.76211,8456,2450909,USA,NA,NA,840,NA,NA,840,NA,NA,United States Exclusive Economic Zone,USA,United States,NA,NA
8421,Saint Vincent and the Grenadines,VCT,VCT,Saint Vincentian Exclusive Economic Zone,8651,200NM,8651,Saint Vincent and the Grenadines,VCT,Saint Vincent and the Grenadines,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-61.69442,13.15805,8421,36244,VCT,NA,NA,670,NA,NA,670,NA,NA,Saint Vincentian Exclusive Economic Zone,VCT,Saint Vincent and the Grenadines,NA,NA
8433,Venezuela,VEN,VEN,Venezuelan Exclusive Economic Zone,2201,200NM,2201,Venezuela,VEN,Venezuela,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-65.91423,12.78887,8433,472546,VEN,NA,NA,862,NA,NA,862,NA,NA,Venezuelan Exclusive Economic Zone,VEN,Venezuela,NA,NA
8411,British Virgin Islands,VGB,VGB,British Exclusive Economic Zone (British Virgin Islands),8653,200NM,2208,British Virgin Islands,VGB,United Kingdom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-64.50497,20.38988,8411,81555,GBR,NA,NA,826,NA,NA,92,NA,NA,British Exclusive Economic Zone (British Virgin Islands),GBR,British Virgin Islands,NA,NA
33180,United States Virgin Islands,VIR,VIR,United States Exclusive Economic Zone (United States Virgin Islands),8642,200NM,2204,United States Virgin Islands,VIR,United States,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-64.92435,17.25496,33180,38275,USA,NA,NA,840,NA,NA,850,NA,NA,United States Exclusive Economic Zone (United States Virgin Islands),USA,United States Virgin Islands,NA,NA
8484,Vietnam,VNM,VNM,Vietnamese Exclusive Economic Zone,2200,200NM,2200,Vietnam,VNM,Vietnam,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108.75025,11.60379,8484,752197,VNM,NA,NA,704,NA,NA,704,NA,NA,Vietnamese Exclusive Economic Zone,VNM,Vietnam,NA,NA
8313,Vanuatu,VUT,VUT,Vanuatuan Exclusive Economic Zone,2202,200NM,2202,Vanuatu,VUT,Vanuatu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,168.55743,-16.58523,8313,625850,VUT,NA,NA,548,NA,NA,548,NA,NA,Vanuatuan Exclusive Economic Zone,VUT,Vanuatu,NA,NA
8454,Wallis and Futuna,WLF,WLF,French Exclusive Economic Zone (Wallis and Futuna),8680,200NM,17,Wallis and Futuna,WLF,France,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-176.81123,-12.75492,8454,250614,FRA,NA,NA,250,NA,NA,876,NA,NA,French Exclusive Economic Zone (Wallis and Futuna),FRA,Wallis and Futuna,NA,NA
8445,Samoa,WSM,WSM,Samoan Exclusive Economic Zone,8671,200NM,8671,Samoa,WSM,Samoa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-172.75372,-13.29687,8445,130480,WSM,NA,NA,882,NA,NA,882,NA,NA,Samoan Exclusive Economic Zone,WSM,Samoa,NA,NA
8353,Yemen,YEM,YEM,Yemeni Exclusive Economic Zone,2199,200NM,2199,Yemen,YEM,Yemen,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.06161,12.88906,8353,527384,YEM,NA,NA,887,NA,NA,887,NA,NA,Yemeni Exclusive Economic Zone,YEM,Yemen,NA,NA
